,Company,TypeName,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ppi,IPS,Touchscreen,Layer1SDD,Layer1Flash_storage,HDD,SSD,Hybrid,Flash_Storage
833,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.7,105637,157.0,0,0,0,0,0,256,0,0
834,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,146966,157.0,1,0,0,0,0,256,0,0
835,Dell,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,247136,141.0,0,0,0,0,1,256,0,0
836,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,215460,127.0,0,0,0,0,1,256,0,0
837,Toshiba,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.0,59588,100.0,0,0,0,0,500,0,0,0
838,Lenovo,Notebook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.5,28948,112.0,0,0,0,1,0,0,0,16
839,Asus,Notebook,Intel Core i5,8,128GB HDD,Intel HD,Windows 10,2.3,52551,141.0,0,0,0,0,128,0,0,0
840,Asus,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,160237,127.0,0,0,0,0,1,512,0,0
841,Dell,Gaming,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,273702,127.0,1,0,0,0,1,512,0,0
842,HP,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.63,81054,106.0,0,0,0,0,1,0,0,0
843,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,2.18,63595,100.0,0,0,0,0,0,128,0,0
844,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 7,1.54,166561,157.0,0,0,0,0,0,512,0,0
845,Dell,Notebook,Intel Core i7,4,256GB SSD,AMD Radeon,Windows 10,2.18,65823,141.0,0,0,0,0,0,256,0,0
846,HP,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.4,54778,135.0,0,1,0,1,0,0,0,32
847,Asus,Ultrabook,Intel Core i5,8,512GB SSD,Nvidia GeForce,Windows 10,1.45,91386,166.0,1,0,0,0,0,512,0,0
848,HP,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.28,202812,166.0,0,1,0,0,0,256,0,0
849,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.54,130755,157.0,0,0,0,0,0,512,0,0
850,HP,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.86,26632,100.0,0,0,0,0,0,128,0,0
851,Asus,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.1,169144,141.0,0,0,0,0,1,128,0,0
852,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Linux,2.83,77046,127.0,0,0,0,0,1,0,0,0
853,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.96,169500,157.0,1,0,0,0,0,256,0,0
854,Asus,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.3,70098,141.0,1,0,0,0,0,256,0,0
855,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.9,84171,141.0,0,0,0,0,0,128,0,0
856,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.0,39992,100.0,0,0,0,0,1,0,0,0
857,HP,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.28,227930,166.0,0,1,0,0,0,256,0,0
858,Dell,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,1.62,57806,166.0,0,1,0,0,1,0,0,0
859,Lenovo,Notebook,Intel Core i3,4,1TB HDD,Intel HD,No OS,2.2,41774,141.0,0,0,0,0,1,0,0,0
860,Lenovo,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.3,75768,141.0,1,0,0,0,1,0,0,0
861,HP,Notebook,Intel Core i5,8,256GB SSD,AMD Radeon,Windows 10,1.84,120155,141.0,0,0,0,0,0,256,0,0
862,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.05,114455,166.0,0,0,0,0,0,128,0,0
863,Lenovo,Gaming,Intel Core i5,8,1TB HDD,Nvidia GeForce,No OS,2.5,90584,141.0,1,0,0,0,1,0,0,0
864,Dell,Ultrabook,Intel Core i7,16,512GB SSD,Intel Iris,Windows 10,1.29,199517,276.0,0,1,0,0,0,512,0,0
865,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.07,81054,141.0,0,0,0,0,500,0,0,0
866,Toshiba,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,97532,118.0,0,0,0,0,0,256,0,0
867,Lenovo,2 in 1 Convertible,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.37,173686,166.0,1,1,0,0,0,256,0,0
868,Acer,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.56,80341,157.0,1,0,0,0,0,256,0,0
869,Dell,Workstation,Intel Core i7,8,1TB HDD,Nvidia Quadro,Windows 10,2.23,158366,141.0,0,0,0,0,1,0,0,0
870,Lenovo,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.38,93969,100.0,0,0,0,0,500,0,0,0
871,Lenovo,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,No OS,2.2,42665,141.0,0,0,0,0,1,0,0,0
872,Toshiba,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.0,123629,141.0,1,0,0,0,0,256,0,0
873,Lenovo,Notebook,Intel Core i3,4,180GB SSD,Intel HD,Windows 10,1.44,65466,166.0,1,0,0,0,0,180,0,0
875,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.6,150528,176.0,0,0,0,0,0,256,0,0
876,Asus,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Linux,2.0,35538,100.0,0,0,0,0,1,0,0,0
878,Dell,Notebook,Intel Core i5,4,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.18,81276,141.0,0,0,0,0,1,128,0,0
879,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.04,74730,141.0,0,0,0,0,0,256,0,0
880,HP,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,151419,166.0,0,1,0,0,0,256,0,0
881,HP,2 in 1 Convertible,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.3,60995,100.0,0,1,0,0,500,0,0,0
883,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.2,59588,141.0,1,0,0,0,1,0,0,0
884,Dell,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.2,32867,100.0,0,0,0,0,500,0,0,0
885,HP,2 in 1 Convertible,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.28,160237,166.0,0,1,0,0,0,256,0,0
886,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.18,40589,100.0,0,0,0,0,1,0,0,0
887,Asus,Gaming,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,122017,127.0,0,0,0,0,1,128,0,0
888,Acer,Netbook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,26454,135.0,1,0,0,1,0,0,0,32
889,Lenovo,Notebook,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.8,33758,106.0,0,0,0,0,500,0,0,0
890,HP,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.95,112674,157.0,0,0,0,0,0,128,0,0
891,HP,2 in 1 Convertible,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.42,124609,276.0,0,1,0,0,0,256,0,0
893,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.32,160237,157.0,1,0,0,0,0,256,0,0
894,MSI,Gaming,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.43,235946,255.0,1,0,0,0,2,512,0,0
895,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.05,131378,166.0,0,0,0,0,0,256,0,0
896,Dell,Gaming,Intel Core i7,8,1TB HDD,Nvidia GeForce,Linux,2.62,82746,141.0,0,0,0,0,1,0,0,0
897,HP,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,80163,141.0,0,0,0,0,1,0,0,0
898,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.18,54689,100.0,0,0,0,0,1,0,0,0
899,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,1.9,83280,141.0,0,0,0,0,500,0,0,0
900,Dell,2 in 1 Convertible,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.24,179307,276.0,0,1,0,0,0,512,0,0
901,Asus,Gaming,Intel Core i7,32,256GB SSD +  256GB SSD,Nvidia GeForce,Windows 10,3.58,113921,127.0,1,0,0,0,0,512,0,0
902,Dell,2 in 1 Convertible,Intel Core i7,16,256GB SSD,Intel HD,Windows 10,1.22,146876,166.0,0,1,0,0,0,256,0,0
903,Lenovo,Ultrabook,Intel Core i7,8,256GB Flash Storage,Intel HD,Windows 10,1.13,182504,157.0,1,0,0,1,0,0,0,256
904,Lenovo,Notebook,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.95,174844,141.0,1,0,0,0,0,512,0,0
906,HP,Netbook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.26,132091,176.0,0,0,0,0,0,512,0,0
907,Acer,Notebook,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,2.2,31976,141.0,1,0,0,1,0,0,0,16
908,Lenovo,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,70276,141.0,1,0,0,0,1,128,0,0
910,Dell,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.6,107329,157.0,0,0,0,0,0,256,0,0
911,HP,Ultrabook,Other Intel Processor,8,240GB SSD,Intel HD,Windows 10,1.09,276117,352.0,0,1,0,0,0,240,0,0
912,Lenovo,Notebook,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows 10,2.2,70276,141.0,0,0,0,0,0,256,0,0
913,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,90761,141.0,0,0,0,0,0,256,0,0
914,Acer,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.4,44446,141.0,0,0,0,0,1,0,0,0
915,Lenovo,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.44,78471,166.0,0,0,0,0,0,128,0,0
916,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.49,85507,166.0,0,0,0,0,0,256,0,0
917,MSI,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,142423,127.0,0,0,0,0,1,256,0,0
918,Dell,Gaming,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.6,120155,141.0,0,0,0,0,1,128,0,0
919,MSI,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,99750,141.0,0,0,0,0,1,128,0,0
920,Dell,Notebook,Intel Core i5,4,1TB HDD,AMD Radeon,Windows 10,2.18,61012,100.0,0,0,0,0,1,0,0,0
921,HP,Ultrabook,Intel Core i7,8,256GB SSD,AMD Radeon,Windows 10,1.84,115523,141.0,0,0,0,0,0,256,0,0
922,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.39,102341,276.0,0,1,0,0,0,256,0,0
923,Toshiba,Notebook,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,2.4,175913,141.0,1,0,0,0,0,256,0,0
924,Lenovo,2 in 1 Convertible,Intel Core i5,8,512GB SSD,Intel HD,Windows 10,1.37,162553,166.0,1,1,0,0,0,512,0,0
925,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,65012,100.0,0,0,0,0,500,0,0,0
926,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,146966,176.0,1,0,0,0,0,256,0,0
927,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.31,103767,141.0,0,0,0,0,0,256,0,0
928,Dell,Notebook,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.18,63067,100.0,0,0,0,0,1,0,0,0
929,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,102341,112.0,0,0,0,0,500,0,0,0
930,Lenovo,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,2.2,27523,100.0,0,0,0,0,1,0,0,0
931,HP,Ultrabook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,140642,176.0,0,0,0,0,500,0,0,0
932,HP,Notebook,Other Intel Processor,4,1TB HDD,Intel HD,No OS,1.86,25732,100.0,0,0,0,0,1,0,0,0
933,Lenovo,2 in 1 Convertible,Intel Core i7,16,1TB SSD,Intel Iris,Windows 10,1.3,160237,276.0,1,1,0,0,0,1,0,0
934,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.47,98422,157.0,1,0,0,0,0,128,0,0
935,HP,Netbook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.26,148658,176.0,0,0,0,0,0,256,0,0
936,Dell,Notebook,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.18,49755,100.0,0,0,0,0,1,0,0,0
937,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.2,106795,141.0,0,0,0,0,1,128,0,0
938,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,145986,157.0,0,0,0,0,0,256,0,0
939,Dell,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,245655,170.0,0,0,0,0,1,512,0,0
940,HP,Gaming,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.75,124609,127.0,1,0,0,0,1,128,0,0
941,Asus,Notebook,Other Intel Processor,4,1TB HDD,Nvidia GeForce,Windows 10,2.8,47207,106.0,0,0,0,0,1,0,0,0
942,Acer,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.23,55134,100.0,0,0,0,0,500,0,0,0
943,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.2,99669,100.0,0,0,0,0,0,256,0,0
945,Lenovo,Gaming,AMD F-Series,16,512GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.5,88981,141.0,1,0,0,0,1,512,0,0
946,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,131129,176.0,0,1,0,0,0,256,0,0
947,Lenovo,Notebook,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,61013,141.0,0,0,0,0,1,0,0,0
948,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Windows 10,2.36,58697,106.0,0,0,0,0,1,0,0,0
949,Acer,Notebook,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.68,31085,112.0,0,0,0,1,0,0,0,32
950,HP,Workstation,Intel Core i7,8,8GB SSD,Nvidia Quadro,Windows 10,2.0,200318,141.0,1,0,0,0,0,8,0,0
951,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.36,158099,157.0,0,0,0,0,0,256,0,0
952,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.2,130042,166.0,0,0,0,0,0,256,0,0
953,Asus,2 in 1 Convertible,Other Intel Processor,8,64GB Flash Storage,Intel HD,Chrome OS,1.2,103232,176.0,0,0,0,1,0,0,0,64
954,Lenovo,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.7,132624,157.0,1,0,0,0,0,256,0,0
955,Dell,Gaming,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.36,280927,255.0,1,0,0,0,1,512,0,0
956,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.24,169144,166.0,0,1,0,0,0,256,0,0
957,HP,2 in 1 Convertible,Other Intel Processor,4,256GB SSD,Intel HD,Windows 10,1.45,69029,135.0,0,1,0,0,0,256,0,0
958,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.3,112941,276.0,0,0,0,0,0,256,0,0
959,Acer,2 in 1 Convertible,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.25,34648,135.0,1,1,0,1,0,0,0,32
960,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,136722,166.0,0,0,0,0,0,256,0,0
961,Lenovo,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.36,156763,176.0,1,0,0,0,0,256,0,0
962,Acer,Notebook,Intel Core i5,12,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,89872,141.0,0,0,0,0,1,128,0,0
963,Toshiba,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.1,159435,176.0,0,1,0,0,0,512,0,0
964,HP,Notebook,Intel Core i5,8,1TB HDD,Nvidia GeForce,Windows 10,2.04,75398,100.0,0,0,0,0,1,0,0,0
965,Dell,Notebook,Intel Core i3,4,1TB HDD,AMD Radeon,Linux,2.25,41473,100.0,0,0,0,0,1,0,0,0
966,Dell,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.9,73483,100.0,0,0,0,0,500,0,0,0
967,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.04,61013,141.0,0,0,0,0,500,0,0,0
968,Dell,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,280481,127.0,1,0,0,0,1,256,0,0
969,Lenovo,Notebook,Intel Core i5,6,256GB SSD,Nvidia GeForce,Windows 10,2.4,61904,141.0,0,0,0,0,0,256,0,0
970,Dell,2 in 1 Convertible,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.22,169144,276.0,0,1,0,0,0,512,0,0
971,Dell,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.5,174843,210.0,0,1,0,0,0,256,0,0
972,Dell,Gaming,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.42,249396,127.0,0,0,0,0,1,256,0,0
973,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.95,105103,157.0,0,0,0,0,0,256,0,0
974,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.73,182585,127.0,0,0,0,0,1,256,0,0
975,HP,Notebook,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.04,87200,141.0,1,0,0,0,1,128,0,0
976,Lenovo,Notebook,Intel Core i5,4,508GB Hybrid,Intel HD,Windows 7,1.7,89248,112.0,0,0,0,0,0,0,508,0
977,Asus,2 in 1 Convertible,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows 10,2.3,160237,282.0,0,1,0,0,2,512,0,0
978,HP,Notebook,Intel Core i7,6,1TB HDD,Intel HD,Windows 10,2.04,51572,100.0,0,0,0,0,1,0,0,0
979,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.99,155783,127.0,0,0,0,0,1,256,0,0
980,Dell,2 in 1 Convertible,Intel Core i7,12,512GB SSD,Intel HD,Windows 10,2.19,115702,141.0,1,1,0,0,0,512,0,0
981,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 7,1.2,106439,166.0,0,0,0,0,0,128,0,0
982,Lenovo,Notebook,AMD A-Series,6,256GB SSD,AMD Radeon,Windows 10,2.2,48899,141.0,0,0,0,0,0,256,0,0
984,Toshiba,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.75,81499,112.0,0,0,0,0,500,0,0,0
985,Dell,Notebook,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 10,2.25,53353,100.0,0,0,0,0,500,0,0,0
986,HP,Notebook,Intel Core i5,8,1TB HDD,Intel HD,Windows 10,2.04,71790,141.0,0,0,0,0,1,0,0,0
987,Lenovo,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,105904,141.0,1,0,0,0,1,128,0,0
988,Dell,Notebook,Intel Core i7,8,1TB HDD,AMD Radeon,Windows 10,2.36,66713,100.0,0,0,0,0,1,0,0,0
989,Dell,Notebook,Intel Core i5,8,128GB SSD,Intel HD,Windows 10,1.6,99669,157.0,0,0,0,0,0,128,0,0
990,HP,Netbook,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,0.97,169946,176.0,0,0,0,0,0,512,0,0
991,HP,Notebook,Intel Core i3,4,128GB SSD +  1TB HDD,AMD Radeon,Windows 10,2.1,44446,141.0,0,0,0,0,1,128,0,0
992,Lenovo,Notebook,Other Intel Processor,4,128GB SSD,Intel HD,No OS,1.9,24104,100.0,0,0,0,0,0,128,0,0
993,Lenovo,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,120155,141.0,0,0,0,0,0,256,0,0
994,Dell,2 in 1 Convertible,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.68,79183,166.0,0,1,0,0,0,256,0,0
995,Asus,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.4,102430,276.0,0,0,0,0,0,256,0,0
996,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.11,120155,166.0,1,1,0,0,0,256,0,0
997,Acer,Notebook,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.4,33847,100.0,0,0,0,0,500,0,0,0
998,Asus,Gaming,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,160237,141.0,0,0,0,0,1,256,0,0
999,HP,Ultrabook,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.48,186067,157.0,0,0,0,0,0,512,0,0
1000,Acer,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,112228,141.0,1,0,0,0,1,128,0,0
1001,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.34,105904,166.0,1,0,0,0,0,256,0,0
1002,Dell,Notebook,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.18,48721,100.0,0,0,0,0,0,128,0,0
1003,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.64,69386,112.0,0,0,0,0,500,0,0,0
1004,Toshiba,Notebook,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.2,106439,166.0,0,0,0,0,0,128,0,0
1005,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,97976,112.0,0,0,0,0,0,256,0,0
1006,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.95,107329,157.0,0,0,0,0,0,256,0,0
1007,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.43,129062,157.0,0,0,0,0,0,256,0,0
1008,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,93458,157.0,0,0,0,0,0,256,0,0
1009,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.64,60924,112.0,0,0,0,0,500,0,0,0
1010,Dell,Gaming,Intel Core i5,8,1.0TB Hybrid,Nvidia GeForce,Windows 10,2.65,84527,141.0,0,0,0,0,0,0,10,0
1011,HP,Ultrabook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,137079,176.0,0,0,0,0,500,0,0,0
1012,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,141621,157.0,0,0,0,0,0,256,0,0
1013,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.54,168094,157.0,0,0,0,0,0,256,0,0
1014,HP,Notebook,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.49,71256,118.0,0,0,0,0,500,0,0,0
1015,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,107775,118.0,0,0,0,0,0,256,0,0
1016,HP,Notebook,Intel Core i3,4,256GB SSD,Intel HD,Windows 10,2.04,68583,100.0,0,0,0,0,0,256,0,0
1017,Lenovo,Notebook,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.4,264360,255.0,1,0,0,0,0,512,0,0
1018,Toshiba,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.47,132714,157.0,1,0,0,0,0,256,0,0
1019,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.43,198537,157.0,0,0,0,0,0,256,0,0
1020,Dell,2 in 1 Convertible,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.08,70899,141.0,1,1,0,0,1,0,0,0
1021,Toshiba,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,141621,166.0,0,0,0,0,0,256,0,0
1022,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.11,102341,166.0,1,0,0,0,0,256,0,0
1023,HP,Notebook,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,105586,157.0,0,0,0,0,0,256,0,0
1024,Dell,Notebook,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.09,93206,141.0,0,0,0,0,500,0,0,0
1025,HP,Ultrabook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,138860,125.0,0,0,0,0,0,256,0,0
1026,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.31,105904,112.0,0,0,0,0,500,0,0,0
1027,HP,Notebook,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,94414,112.0,0,0,0,0,500,0,0,0
1028,Dell,Ultrabook,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,144650,276.0,0,1,0,0,0,256,0,0
1029,HP,Notebook,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,96196,127.0,0,0,0,0,0,256,0,0
1030,HP,Notebook,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.64,86665,112.0,0,0,0,0,0,256,0,0
1031,Acer,Notebook,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.1,36430,100.0,0,0,0,0,1,0,0,0
1032,MSI,Gaming,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,106154,127.0,0,0,0,0,1,128,0,0
1033,HP,Notebook,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.95,106439,157.0,0,0,0,0,0,256,0,0
1034,HP,Notebook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,109466,141.0,0,0,0,0,0,256,0,0
1035,HP,Ultrabook,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.26,120155,176.0,0,0,0,0,0,256,0,0
